series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	modeOfTransportation_code	modeOfTransportation_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	21	Northern America	44432536902.0232						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				3	19	Americas	Region					
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	21	Northern America	46419368216.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				3	19	Americas	Region					
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	21	Northern America	3073316716059.04						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				3	19	Americas	Region					
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	21	Northern America	3736064524451.33						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				3	19	Americas	Region					
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	21	Northern America	558967479096.621						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				3	19	Americas	Region					
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	212	Dominica	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	212	Dominica	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	212	Dominica	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	214	Dominican Republic	9765962828.36156						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	214	Dominican Republic	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	214	Dominican Republic	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	218	Ecuador	57680290.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	218	Ecuador	5581261092.246						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	218	Ecuador	64204690.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	218	Ecuador	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	218	Ecuador	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	222	El Salvador	13765785.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	222	El Salvador	3443413227.84214						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	222	El Salvador	10733220.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	222	El Salvador	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	222	El Salvador	7481806.44576						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	223	Eastern Asia (excluding Japan and China)	11520420064.238						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				3	142	Asia	Region					
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	223	Eastern Asia (excluding Japan and China)	194783208672.753						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				3	142	Asia	Region					
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	223	Eastern Asia (excluding Japan and China)	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				3	142	Asia	Region					
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	223	Eastern Asia (excluding Japan and China)	11937626522.238						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				3	142	Asia	Region					
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	223	Eastern Asia (excluding Japan and China)	40442256562.506						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				3	142	Asia	Region					
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	226	Equatorial Guinea	418783.315						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	226	Equatorial Guinea	349226.98143						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	226	Equatorial Guinea	3725285682.65774						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	226	Equatorial Guinea	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	226	Equatorial Guinea	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	231	Ethiopia	2076185020.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	231	Ethiopia	27234776644.6919						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	231	Ethiopia	2089277540.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	231	Ethiopia	788911615.09864						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	231	Ethiopia	15054918.55439						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	232	Eritrea	0.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	232	Eritrea	169444572.85579						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	232	Eritrea	0.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	232	Eritrea	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	232	Eritrea	32205.89276						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	233	Estonia	0.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	233	Estonia	0.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	233	Estonia	5783000000.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	233	Estonia	2594000000.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	233	Estonia	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	234	Faroe Islands	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				4	154	Northern Europe	Country	-7.122044325	62.21228119	FRO	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	234	Faroe Islands	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				4	154	Northern Europe	Country	-7.122044325	62.21228119	FRO	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	234	Faroe Islands	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				4	154	Northern Europe	Country	-7.122044325	62.21228119	FRO	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	238	Falkland Islands (Malvinas)	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	5	South America	Country	-58.75246778	-51.74562601	FLK	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	238	Falkland Islands (Malvinas)	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	5	South America	Country	-58.75246778	-51.74562601	FLK	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	238	Falkland Islands (Malvinas)	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	5	South America	Country	-58.75246778	-51.74562601	FLK	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	239	South Georgia and the South Sandwich Islands	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	5	South America	Country	-36.90662765	-54.20736749	SGS	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	239	South Georgia and the South Sandwich Islands	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	5	South America	Country	-36.90662765	-54.20736749	SGS	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	239	South Georgia and the South Sandwich Islands	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	5	South America	Country	-36.90662765	-54.20736749	SGS	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	24	Angola	67320350.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	24	Angola	1814866390.22369						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	24	Angola	78159640.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	24	Angola	8029911878.48799						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	24	Angola	285.67993						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	242	Fiji	102595730.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	242	Fiji	573274640.07025						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	242	Fiji	106828200.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	242	Fiji	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	242	Fiji	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	246	Finland	852012630.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	246	Finland	957638590.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	246	Finland	28413000000.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	246	Finland	120000000.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	246	Finland	11200000000.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	248	Åland Islands	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				4	154	Northern Europe	Country	19.80945969	60.1544901	ALA	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	248	Åland Islands	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				4	154	Northern Europe	Country	19.80945969	60.1544901	ALA	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	248	Åland Islands	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				4	154	Northern Europe	Country	19.80945969	60.1544901	ALA	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	250	France	4260597000.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	250	France	173333000000.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	250	France	4443789000.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	250	France	7089000000.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	250	France	33039000000.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	254	French Guiana	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	5	South America	Country	-53.23619089	3.922673437	GUF	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	254	French Guiana	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	5	South America	Country	-53.23619089	3.922673437	GUF	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	254	French Guiana	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	5	South America	Country	-53.23619089	3.922673437	GUF	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	258	French Polynesia	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				4	61	Polynesia	Country	-149.4052367	-17.67709294	PYF	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	258	French Polynesia	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				4	61	Polynesia	Country	-149.4052367	-17.67709294	PYF	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	258	French Polynesia	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				4	61	Polynesia	Country	-149.4052367	-17.67709294	PYF	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	260	French Southern Territories	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	14	Eastern Africa	Country	69.64849091	-49.6068576	ATF	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	260	French Southern Territories	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	14	Eastern Africa	Country	69.64849091	-49.6068576	ATF	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	260	French Southern Territories	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	14	Eastern Africa	Country	69.64849091	-49.6068576	ATF	0	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	262	Djibouti	1104009133.75157						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	262	Djibouti	1541592203.92914						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	262	Djibouti	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	266	Gabon	5145919269.59904						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	266	Gabon	277690392.18096						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_RAI	Rail transport	G	Global	2018				5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	266	Gabon	0.0						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_IWW	Inland waterway transport	G	Global	2018				5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	268	Georgia	478400.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2017				4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	268	Georgia	1843190121.1982						the International Transport Forum at the OECD (ITF-OECD)			C	Country data	T_KM	Tonne kilometres	MOT_ROA	Road transport	G	Global	2018				4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1
IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	268	Georgia	750900.0						ICAO			C	Country data	T_KM	Tonne kilometres	MOT_AIR	Air transport	G	Global	2018				4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1
