goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	typeOfWasteTreatment_code	typeOfWasteTreatment_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	312	Guadeloupe	5	29	Caribbean	Country	-61.64762115	16.14416917	GLP	0	1			WT_INCINRT	Incineration	[2007, 2008, 2013, 2014, 2015, 2016]	2007	2016	6	T	Tonnes	G	Global								1385.0	1300.0					243.0	262.0	305.0	322.0		322.0			[2007-2008]: Partial total.	UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	312	Guadeloupe	5	29	Caribbean	Country	-61.64762115	16.14416917	GLP	0	1			WT_LANDFIL	Landfilling	[2007, 2008, 2013, 2014, 2016]	2007	2016	5	T	Tonnes	G	Global								3000.0	7748.0					151.0	12.0		505.0		505.0			[2007-2008]: Partial total.	UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	312	Guadeloupe	5	29	Caribbean	Country	-61.64762115	16.14416917	GLP	0	1			WT_RECYCL	Recycling	[2013, 2014, 2015, 2016]	2013	2016	4	T	Tonnes	G	Global														14650.0	16247.0	12709.0	12994.0		12994.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			WT_INCINRT	Incineration	[2003, 2004, 2005, 2006, 2007, 2008, 2010]	2003	2010	7	T	Tonnes	G	Global				376.0	833.0	732.0	709.0	846.0	917.0		1347.0								1347.0			The quantities of hazardous waste incineration obtained from inventories of dioxins furans reports prepared for the corresponding years.	UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			WT_RECYCL	Recycling	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2009	2017	9	T	Tonnes	G	Global										3600.0	3620.0	10200.0	6320.899902	10276.080078	20363.630859	1366.51001	4883.629883	12363.629883	12363.629883			[2013-2017]: The data corresponds to the recycling of batteries at the national level, taking as reference, the research carried out by the Ministry of Public Finance, as recorded in TECHNICAL NOTE No. DEF-01-2017 of the TAX ASSESSMENT ADDRESS plus imported batteries, sludge hydrocarbons for internal treatment.	UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			WT_LANDFIL	Landfilling	[2010, 2011, 2012]	2010	2012	3	T	Tonnes	G	Global											3.0	4.0	4.0						4.0			These amounts refer only to reports of asbestos sheets.	UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1			WT_RECYCL	Recycling	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2000	2015	16	T	Tonnes	G	Global	3258.0	3547.0	2969.0	5116.0	3154.0	4234.0	4882.0	9118.0	7381.0	8396.0	10371.0	12420.0	12872.0	12766.0	11680.0	12918.0			12918.0			Waste oil recycled at private treatment facilities and waste exported (and recycled abroad).	UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1			WT_LANDFIL	Landfilling	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2000	2015	16	T	Tonnes	G	Global	25620.0	10950.0	8760.0	11315.0	6954.0	5475.0	6935.0	5840.0	6789.0	7361.0	8150.0	5805.0	4170.0	4118.0	4521.0	3094.0			3094.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1			WT_INCINRT	Incineration	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2000	2015	16	T	Tonnes	G	Global	12054.0	10364.0	10182.0	9342.0	9021.0	9037.0	7487.0	7220.0	6779.0	6325.0	5396.0	6029.0	5930.0	6376.0	6480.0	8266.0			8266.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			WT_INCINRT	Incineration	[2004, 2006, 2008, 2010, 2012, 2014, 2016]	2004	2016	7	T	Tonnes	G	Global					49226.0		66784.0		59036.0		69452.0		76830.0		81181.0		74222.0		74222.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			WT_LANDFIL	Landfilling	[2004, 2006, 2008, 2010, 2012, 2014, 2016]	2004	2016	7	T	Tonnes	G	Global					81207.0		836448.0		215076.0		87068.0		155827.0		85563.0		69187.0		69187.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			WT_RECYCL	Recycling	[2010, 2012, 2014, 2016]	2010	2016	4	T	Tonnes	G	Global											191809.0		124454.0		184295.0		173375.0		173375.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			WT_INCINRT	Incineration	[2004, 2014, 2016]	2004	2016	3	T	Tonnes	G	Global					4500.0										732.0		1352.0		1352.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			WT_LANDFIL	Landfilling	[2004, 2008, 2010, 2012, 2014, 2016]	2004	2016	6	T	Tonnes	G	Global					2000.0				129039.0		1387.0		759.0		10106.0		26531.0		26531.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			WT_RECYCL	Recycling	[2010, 2012, 2014, 2016]	2010	2016	4	T	Tonnes	G	Global											6353.0		10749.0		24109.0		17611.0		17611.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			WT_LANDFIL	Landfilling	[2000, 2008, 2011, 2012, 2014, 2015, 2017]	2000	2017	7	T	Tonnes	G	Global	5250173.0								2728326.0			3321147.0	1997733.0		3364549.0	3821571.0		2563267.0	2563267.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			WT_INCINRT	Incineration	[2000, 2008, 2011, 2012, 2014, 2015, 2017]	2000	2017	7	T	Tonnes	G	Global	118941.0								415794.0			601842.0	92954.0		803549.0	829923.0		279482.0	279482.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			WT_RECYCL	Recycling	[2000, 2008, 2011, 2014, 2015, 2017]	2000	2017	6	T	Tonnes	G	Global	1429281.0								3088387.0			3980639.0			3254904.0	3152023.0		1000535.0	1000535.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			WT_LANDFIL	Landfilling	[2010, 2015]	2010	2015	2	T	Tonnes	G	Global											15096.0					16645.0			16645.0			"[2010]: [""Calculation of Iraq's environmental survey indicators for 2010 (water - sewerage - municipal services) represents the sum of hazardous waste collected and disposed of by (collection at temporary ad hoc sites, landfill in landfill sites and dumping in empty yards).""] // [2015]: Calculation of the indicators of the environmental survey in Iraq (water _ sewage _ municipal services) for the year 2016, the amount represents the sum of the collection of hazardous waste, which is disposed of by (dumping in the sites designated for sanitary landfill)."	UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			WT_INCINRT	Incineration	[2010, 2015]	2010	2015	2	T	Tonnes	G	Global											408.0					1049.0			1049.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			WT_LANDFIL	Landfilling	[2004, 2006, 2008, 2010, 2012, 2014, 2016]	2004	2016	7	T	Tonnes	G	Global					13675.0		13766.0		12582.0		21011.0		15853.0		18541.0		18304.0		18304.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			WT_INCINRT	Incineration	[2004, 2006, 2008, 2010, 2012, 2014, 2016]	2004	2016	7	T	Tonnes	G	Global					37303.0		35121.0		20897.0		19676.0		13386.0		13121.0		7488.0		7488.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			WT_RECYCL	Recycling	[2010, 2012, 2014, 2016]	2010	2016	4	T	Tonnes	G	Global											143043.0		22364.0		3220.0		2739.0		2739.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			WT_LANDFIL	Landfilling	[2004, 2006, 2008, 2010, 2012, 2014, 2016]	2004	2016	7	T	Tonnes	G	Global					615182.0		518527.0		690629.0		736999.0		1063650.0		1268619.0		1289000.0		1289000.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			WT_INCINRT	Incineration	[2004, 2006, 2008, 2010, 2012, 2014, 2016]	2004	2016	7	T	Tonnes	G	Global					539697.0		506582.0		448750.0		382719.0		393680.0		407142.0		374739.0		374739.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			WT_RECYCL	Recycling	[2010, 2012, 2014, 2016]	2010	2016	4	T	Tonnes	G	Global											1866212.0		1636793.0		1821805.0		1861771.0		1861771.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			WT_LANDFIL	Landfilling	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	T	Tonnes	G	Global					170632.296875	104829.992188	365585.53125	2168479.75	2561928.0	570977.0	4484692.0	8948527.0	980434.9375	484519.59375	581783.6875	676513.875	679065.1875	454871.75	454871.75				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			WT_INCINRT	Incineration	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	T	Tonnes	G	Global					91314.0	56099.835938	195643.328125	1227241.875	1449912.25	305558.6875	648117.5	577116.8125	908047.25	511195.25	416856.03125	421800.03125	378135.65625	384536.875	384536.875				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			WT_RECYCL	Recycling	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	T	Tonnes	G	Global					17680272.0	10862084.0	37880576.0	237619312.0	280732896.0	59162456.0	19586874.0	45027776.0	94720088.0	81826296.0	110138368.0	74131552.0	33279666.0	190401152.0	190401152.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1			WT_LANDFIL	Landfilling	[2004, 2008, 2010, 2012, 2014, 2016]	2004	2016	6	T	Tonnes	G	Global					43465.0				45033.0		47959.0		59046.0		60260.0		66429.0		66429.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1			WT_INCINRT	Incineration	[2004, 2006, 2008, 2010, 2012, 2014]	2004	2014	6	T	Tonnes	G	Global					150206.0		79972.0		77201.0		67983.0		62905.0		71327.0				71327.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1			WT_RECYCL	Recycling	[2010, 2012, 2014, 2016]	2010	2016	4	T	Tonnes	G	Global											196956.0		86393.0		164800.0		161018.0		161018.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q1.G.02	['hazardous wastes']	EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1			WT_LANDFIL	Landfilling	[2003, 2008, 2009, 2010, 2011, 2013, 2014]	2003	2014	7	T	Tonnes	G	Global				57.200001					382.638	6883.600098	10026.299805	26539.400391		880002.0	495.0				495.0				UNSTATS / Environment Live		C: Country data
